Drug,Metabolite,Change,Increased,Decreased,Description
Atorvastatin,LDL cholesterol,decreased,0,1,Atorvastatin decreases the level of LDL cholesterol in the blood
Atorvastatin,Uric acid,decreased,0,1,Atorvastatin decreases the level of Uric acid in the blood
Atorvastatin,Creatinine,decreased,0,1,Atorvastatin decreases the level of Creatinine in the blood
Atorvastatin,Ubiquinol-10,decreased,0,1,Atorvastatin decreases the level of Ubiquinol-10 in the blood
Atorvastatin,Remnant-like particle cholesterol,decreased,0,1,Atorvastatin decreases the level of Remnant-like particle cholesterol in the blood
Atorvastatin,VLDL cholesterol,decreased,0,1,Atorvastatin decreases the level of VLDL cholesterol in the blood
Atorvastatin,Triglycerides,increased,1,0,Atorvastatin increases the level of Triglycerides in the blood
Atorvastatin,Triglycerides,decreased,0,1,Atorvastatin decreases the level of Triglycerides in the blood
Atorvastatin,Total cholesterol,decreased,0,1,Atorvastatin decreases the level of Total cholesterol in the blood
Atorvastatin,Lathosterol,decreased,0,1,Atorvastatin decreases the level of Lathosterol in the blood
Atorvastatin,Vitamin D,increased,1,0,Atorvastatin increases the level of Vitamin D in the blood
Atorvastatin,Hydroxymethylglutaryl coenzyme A,increased,1,0,Atorvastatin increases the level of Hydroxymethylglutaryl coenzyme A in the blood
Atropine,Norepinephrine,increased,1,0,Atropine increases the level of Norepinephrine in the blood
Azathioprine,Creatinine,decreased,0,1,Azathioprine decreases the level of Creatinine in the blood
Azilsartan medoxomil,Creatinine,increased,1,0,Azilsartan medoxomil increases the level of Creatinine in the blood
Azilsartan medoxomil,Uric acid,increased,1,0,Azilsartan medoxomil increases the level of Uric acid in the blood
Azilsartan medoxomil,Potassium,increased,1,0,Azilsartan medoxomil increases the level of Potassium in the blood
Azlocillin,Potassium,decreased,0,1,Azlocillin decreases the level of Potassium in the blood
Azlocillin,Creatinine,increased,1,0,Azlocillin increases the level of Creatinine in the blood
Aztreonam,Creatinine,increased,1,0,Aztreonam increases the level of Creatinine in the blood
Aztreonam,Arginine,increased,1,0,Aztreonam increases the level of Arginine in the blood
Baclofen,Oxygen,decreased,0,1,Baclofen decreases the level of Oxygen in the blood
Basiliximab,Creatinine,increased,1,0,Basiliximab increases the level of Creatinine in the blood
Bazedoxifene,Non-HDL cholesterol,decreased,0,1,Bazedoxifene decreases the level of Non-HDL cholesterol in the blood
Bazedoxifene,HDL cholesterol,decreased,0,1,Bazedoxifene decreases the level of HDL cholesterol in the blood
Bazedoxifene,LDL cholesterol,decreased,0,1,Bazedoxifene decreases the level of LDL cholesterol in the blood
Bazedoxifene,TRACP-5b,decreased,0,1,Bazedoxifene decreases the level of TRACP-5b in the blood
Beclomethasone dipropionate,Glucose,decreased,0,1,Beclomethasone dipropionate decreases the level of Glucose in the blood
Beclomethasone dipropionate,Carboxyterminal propeptide of type I collagen,decreased,0,1,Beclomethasone dipropionate decreases the level of Carboxyterminal propeptide of type I collagen in the blood
Beclomethasone dipropionate,Cortisol,decreased,0,1,Beclomethasone dipropionate decreases the level of Cortisol in the blood
Bemiparin,Prothrombin fragment 2,decreased,0,1,Bemiparin decreases the level of Prothrombin fragment 2 in the blood
Bemiparin,Prothrombin fragment 1,decreased,0,1,Bemiparin decreases the level of Prothrombin fragment 1 in the blood
Bemiparin,D-dimer,decreased,0,1,Bemiparin decreases the level of D-dimer in the blood
Bemiparin,Potassium,increased,1,0,Bemiparin increases the level of Potassium in the blood
Benazepril,HDL cholesterol,increased,1,0,Benazepril increases the level of HDL cholesterol in the blood
Benazepril,Glucose,decreased,0,1,Benazepril decreases the level of Glucose in the blood
Benazepril,Aldosterone,decreased,0,1,Benazepril decreases the level of Aldosterone in the blood
Benazepril,Digoxin-immunoreactive factors,decreased,0,1,Benazepril decreases the level of Digoxin-immunoreactive factors in the blood
Benazepril,Potassium,increased,1,0,Benazepril increases the level of Potassium in the blood
Benazepril,Bradykinin,increased,1,0,Benazepril increases the level of Bradykinin in the blood
Bendroflumethiazide,Potassium,decreased,0,1,Bendroflumethiazide decreases the level of Potassium in the blood
Bendroflumethiazide,Sodium,decreased,0,1,Bendroflumethiazide decreases the level of Sodium in the blood
Bendroflumethiazide,Potassium,decreased,0,1,Bendroflumethiazide decreases the level of Potassium in the blood
Bendroflumethiazide,C-peptide,increased,1,0,Bendroflumethiazide increases the level of C-peptide in the blood
Bendroflumethiazide,Glucose,increased,1,0,Bendroflumethiazide increases the level of Glucose in the blood
Benfluorex,Beta-OH-butyrate,decreased,0,1,Benfluorex decreases the level of Beta-OH-butyrate in the blood
Benfluorex,Pyruvate,decreased,0,1,Benfluorex decreases the level of Pyruvate in the blood
Benfluorex,Lactate,decreased,0,1,Benfluorex decreases the level of Lactate in the blood
Benfluorex,Glucose,decreased,0,1,Benfluorex decreases the level of Glucose in the blood
Benidipine,Cyclic GMP,increased,1,0,Benidipine increases the level of Cyclic GMP in the blood
Benidipine,Nitrite/nitrate,increased,1,0,Benidipine increases the level of Nitrite/nitrate in the blood
Benzbromarone,Uric acid,decreased,0,1,Benzbromarone decreases the level of Uric acid in the blood
Bepridil,Leukotriene C4,decreased,0,1,Bepridil decreases the level of Leukotriene C4 in the blood
Bepridil,Thromboxane B2,decreased,0,1,Bepridil decreases the level of Thromboxane B2 in the blood
Betamethasone,Glucose,increased,1,0,Betamethasone increases the level of Glucose in the blood
Betamethasone,Glucocorticoid,increased,1,0,Betamethasone increases the level of Glucocorticoid in the blood
Betamethasone,Dehydroepiandrosterone sulfate,decreased,0,1,Betamethasone decreases the level of Dehydroepiandrosterone sulfate in the blood
Betamethasone,Cortisol,decreased,0,1,Betamethasone decreases the level of Cortisol in the blood
Betaxolol,HDL cholesterol,decreased,0,1,Betaxolol decreases the level of HDL cholesterol in the blood
Betaxolol,HDL cholesterol,increased,1,0,Betaxolol increases the level of HDL cholesterol in the blood
Betaxolol,Creatinine,increased,1,0,Betaxolol increases the level of Creatinine in the blood
Betaxolol,Triglycerides,increased,1,0,Betaxolol increases the level of Triglycerides in the blood
Betaxolol,LDL cholesterol,decreased,0,1,Betaxolol decreases the level of LDL cholesterol in the blood
Betaxolol,Triglycerides,decreased,0,1,Betaxolol decreases the level of Triglycerides in the blood
Betaxolol,Glucose,decreased,0,1,Betaxolol decreases the level of Glucose in the blood
Bevacizumab,Creatinine,increased,1,0,Bevacizumab increases the level of Creatinine in the blood
Bevantolol,Triglycerides,increased,1,0,Bevantolol increases the level of Triglycerides in the blood
Bexarotene,Total cholesterol,increased,1,0,Bexarotene increases the level of Total cholesterol in the blood
Bexarotene,HDL cholesterol,decreased,0,1,Bexarotene decreases the level of HDL cholesterol in the blood
Bexarotene,Triglycerides,increased,1,0,Bexarotene increases the level of Triglycerides in the blood
Bexarotene,LDL cholesterol,increased,1,0,Bexarotene increases the level of LDL cholesterol in the blood
Bexarotene,Thyroxine,decreased,0,1,Bexarotene decreases the level of Thyroxine in the blood
Bexarotene,VLDL cholesterol,increased,1,0,Bexarotene increases the level of VLDL cholesterol in the blood
Bezafibrate,Phospholipid linoleate,decreased,0,1,Bezafibrate decreases the level of Phospholipid linoleate in the blood
Bezafibrate,Triglyceride stearate,decreased,0,1,Bezafibrate decreases the level of Triglyceride stearate in the blood
Bezafibrate,Triglyceride myristate,decreased,0,1,Bezafibrate decreases the level of Triglyceride myristate in the blood
Bezafibrate,VLDL cholesterol,decreased,0,1,Bezafibrate decreases the level of VLDL cholesterol in the blood
Bezafibrate,Triglycerides,decreased,0,1,Bezafibrate decreases the level of Triglycerides in the blood
Bezafibrate,Triglyceride linoleate,decreased,0,1,Bezafibrate decreases the level of Triglyceride linoleate in the blood
Bezafibrate,Total cholesterol,increased,1,0,Bezafibrate increases the level of Total cholesterol in the blood
Bezafibrate,HDL2 cholesterol,increased,1,0,Bezafibrate increases the level of HDL2 cholesterol in the blood
Bezafibrate,Cholesterol ester palmitate,decreased,0,1,Bezafibrate decreases the level of Cholesterol ester palmitate in the blood
Bezafibrate,Cholesterol ester linoleate,decreased,0,1,Bezafibrate decreases the level of Cholesterol ester linoleate in the blood
Bezafibrate,Blood urea nitrogen,increased,1,0,Bezafibrate increases the level of Blood urea nitrogen in the blood
Bezafibrate,4Î²-hydroxycholesterol,increased,1,0,Bezafibrate increases the level of 4Î²-hydroxycholesterol in the blood
Bezafibrate,HDL cholesterol,increased,1,0,Bezafibrate increases the level of HDL cholesterol in the blood
Bezafibrate,Homocysteine,increased,1,0,Bezafibrate increases the level of Homocysteine in the blood
Bezafibrate,Urea,decreased,0,1,Bezafibrate decreases the level of Urea in the blood
Bezafibrate,LDL1 cholesterol,decreased,0,1,Bezafibrate decreases the level of LDL1 cholesterol in the blood
Bezafibrate,Met,decreased,0,1,Bezafibrate decreases the level of Met in the blood
Bezafibrate,LDL1 triglycerides,decreased,0,1,Bezafibrate decreases the level of LDL1 triglycerides in the blood
Bezafibrate,HDL triglycerides,increased,1,0,Bezafibrate increases the level of HDL triglycerides in the blood
Bezafibrate,HDL phospholipids,increased,1,0,Bezafibrate increases the level of HDL phospholipids in the blood
Bezafibrate,Remnant-like particle cholesterol,decreased,0,1,Bezafibrate decreases the level of Remnant-like particle cholesterol in the blood
Bezafibrate,Glucose,decreased,0,1,Bezafibrate decreases the level of Glucose in the blood
Bezafibrate,LDL cholesterol,decreased,0,1,Bezafibrate decreases the level of LDL cholesterol in the blood
Bezafibrate,Polyunsaturated fatty acids,increased,1,0,Bezafibrate increases the level of Polyunsaturated fatty acids in the blood
Bezafibrate,LDL triglycerides,increased,1,0,Bezafibrate increases the level of LDL triglycerides in the blood
Bezafibrate,HDL triglycerides,decreased,0,1,Bezafibrate decreases the level of HDL triglycerides in the blood
Bezafibrate,Cholesterol ester palmitoleate,increased,1,0,Bezafibrate increases the level of Cholesterol ester palmitoleate in the blood
Bezafibrate,Bilirubin,decreased,0,1,Bezafibrate decreases the level of Bilirubin in the blood
Bezafibrate,Uric acid,decreased,0,1,Bezafibrate decreases the level of Uric acid in the blood
Bezafibrate,Saturated fatty acids,decreased,0,1,Bezafibrate decreases the level of Saturated fatty acids in the blood
Bezafibrate,Alanine,decreased,0,1,Bezafibrate decreases the level of Alanine in the blood
Bezafibrate,C-peptide,decreased,0,1,Bezafibrate decreases the level of C-peptide in the blood
Bezafibrate,VLDL phospholipids,decreased,0,1,Bezafibrate decreases the level of VLDL phospholipids in the blood
Bezafibrate,Creatinine,increased,1,0,Bezafibrate increases the level of Creatinine in the blood
Bezafibrate,LDL cholesterol,increased,1,0,Bezafibrate increases the level of LDL cholesterol in the blood
Bezafibrate,HDL3 cholesterol,increased,1,0,Bezafibrate increases the level of HDL3 cholesterol in the blood
Bezafibrate,Remnant-like particle triglycerides,decreased,0,1,Bezafibrate decreases the level of Remnant-like particle triglycerides in the blood
Bezafibrate,Free fatty acids,decreased,0,1,Bezafibrate decreases the level of Free fatty acids in the blood
Bezafibrate,Chenodeoxycholic acid,decreased,0,1,Bezafibrate decreases the level of Chenodeoxycholic acid in the blood
Bezafibrate,LDL1 cholesterol,increased,1,0,Bezafibrate increases the level of LDL1 cholesterol in the blood
Bezafibrate,HDL3 triglycerides,decreased,0,1,Bezafibrate decreases the level of HDL3 triglycerides in the blood
Bezafibrate,HDL2 triglycerides,decreased,0,1,Bezafibrate decreases the level of HDL2 triglycerides in the blood
Bezafibrate,LDL2 triglycerides,decreased,0,1,Bezafibrate decreases the level of LDL2 triglycerides in the blood
Bezafibrate,LDL2 cholesterol,decreased,0,1,Bezafibrate decreases the level of LDL2 cholesterol in the blood
Bezafibrate,Phospholipids,increased,1,0,Bezafibrate increases the level of Phospholipids in the blood
Bezafibrate,LDL triglycerides,decreased,0,1,Bezafibrate decreases the level of LDL triglycerides in the blood
Bezafibrate,7Î±-Hydroxy-4-cholesten-3-one,decreased,0,1,Bezafibrate decreases the level of 7Î±-Hydroxy-4-cholesten-3-one in the blood
Bezafibrate,IDL triglycerides,decreased,0,1,Bezafibrate decreases the level of IDL triglycerides in the blood
Bezafibrate,Very low-density lipoprotein cholesterol,decreased,0,1,Bezafibrate decreases the level of Very low-density lipoprotein cholesterol in the blood
Bezafibrate,Intermediate density cholesterol,decreased,0,1,Bezafibrate decreases the level of Intermediate density cholesterol in the blood
Bezafibrate,Lactate,decreased,0,1,Bezafibrate decreases the level of Lactate in the blood
Bezafibrate,Lathosterol,decreased,0,1,Bezafibrate decreases the level of Lathosterol in the blood
Bezafibrate,Deoxycholic acid,decreased,0,1,Bezafibrate decreases the level of Deoxycholic acid in the blood
Bezafibrate,IDL cholesterol,decreased,0,1,Bezafibrate decreases the level of IDL cholesterol in the blood
Bezafibrate,Esterified cholesterol,increased,1,0,Bezafibrate increases the level of Esterified cholesterol in the blood
Bezafibrate,27-hydroxycholesterol,decreased,0,1,Bezafibrate decreases the level of 27-hydroxycholesterol in the blood
Bezafibrate,Phospholipid palmitoleate,increased,1,0,Bezafibrate increases the level of Phospholipid palmitoleate in the blood
Bezafibrate,Triglyceride plamitoeic acid,increased,1,0,Bezafibrate increases the level of Triglyceride plamitoeic acid in the blood
Bezafibrate,24S-hydroxycholesterol,decreased,0,1,Bezafibrate decreases the level of 24S-hydroxycholesterol in the blood
Bezafibrate,Triglyceride palmitate,increased,1,0,Bezafibrate increases the level of Triglyceride palmitate in the blood
Bezafibrate,Phospholipid oleate,increased,1,0,Bezafibrate increases the level of Phospholipid oleate in the blood
Bezafibrate,Triglyceride arachidonate,increased,1,0,Bezafibrate increases the level of Triglyceride arachidonate in the blood
Bezafibrate,Cholesterol ester oleate,increased,1,0,Bezafibrate increases the level of Cholesterol ester oleate in the blood
Bezafibrate,Nonesterified fatty acids,decreased,0,1,Bezafibrate decreases the level of Nonesterified fatty acids in the blood
